1.274907211499330373e+02,1.406764241459559912e+02,1.552258559053833267e+02,1.712800598098759792e+02,1.889946666253638909e+02,2.085414031994219499e+02,2.301097571953778242e+02,2.539088140012213159e+02,2.801692836204591686e+02,3.048296141011928171e+02,3.363565575499139868e+02,3.711441689824517312e+02,4.095296823497587866e+02,4.455762366968658057e+02,4.916598721659995590e+02,5.425096986550929614e+02,5.986186585417924562e+02,6.513087099307665540e+02,7.186701863614339345e+02,7.929985103679631493e+02,8.627977584643221007e+02,9.520324485353409045e+02,1.035829767448673010e+03,1.142960259337219213e+03,1.261170701477194598e+03,1.372178181987364951e+03,1.514095443119098036e+03,1.647365206043114313e+03,1.817743631523361046e+03,1.977740323892179276e+03,2.182287731569262178e+03,2.407990415033547833e+03,2.619940271426835807e+03,2.890907083558417980e+03,3.145362972328227897e+03,3.470671524932878128e+03,3.776157928327697846e+03,4.166706326359351806e+03,4.533457290977519733e+03,5.002329228047241486e+03
1.292958792454349464e+02,1.426682803657877514e+02,1.574237194666795290e+02,1.737052369817913586e+02,1.916706672737894905e+02,2.114941686935479765e+02,2.333679118854489900e+02,2.575039427053295640e+02,2.841362378103539186e+02,3.091457371937617040e+02,3.411190748324253832e+02,3.763992486870294556e+02,4.153282676489398000e+02,4.518852099584625535e+02,4.986213497580050671e+02,5.501911657107528981e+02,6.070945798311104227e+02,6.605306766731126800e+02,7.288459332173993062e+02,8.042266818599753151e+02,8.750142268035441475e+02,9.655124027324229701e+02,1.050496219041435097e+03,1.159143585828510368e+03,1.279027785357863650e+03,1.391607035564657963e+03,1.535533722092315656e+03,1.670690469333762849e+03,1.843481305625403820e+03,2.005743412464216362e+03,2.213187034121044690e+03,2.407990415033547833e+03,2.657036354561667395e+03,2.931839821864070927e+03,3.189898585442478634e+03,3.519813225156637600e+03,3.829625051211078699e+03,4.225703276009992805e+03,4.597647116367212220e+03,5.073157873621812541e+03
1.311265968147586420e+02,1.446883395430415931e+02,1.596527028707744194e+02,1.761647525601838424e+02,1.943845577716919308e+02,2.144887427874509456e+02,2.366721992215835542e+02,2.611499753154323571e+02,2.881593606328033275e+02,3.135229728478681750e+02,3.459490252312446046e+02,3.817287357648314696e+02,4.212089558894239190e+02,4.582835128124779089e+02,5.056813958381210341e+02,5.579813956812022298e+02,6.156905128184895375e+02,6.698832184704216388e+02,7.391657598279471131e+02,8.156138345271160688e+02,8.874036697445419577e+02,9.791832213957686690e+02,1.065370334875062326e+03,1.175556054194319131e+03,1.297137710066778936e+03,1.411310984866604940e+03,1.557275548511914167e+03,1.694345998132984050e+03,1.869583402881897655e+03,2.034143000495814249e+03,2.244523844011742312e+03,2.442085471931663051e+03,2.694657686076759546e+03,2.973352132261382849e+03,3.235064784232502916e+03,3.569650729256828981e+03,3.883849222206240938e+03,4.285535571325880483e+03,4.662745814041145422e+03,5.144989391419549065e+03
1.329832357578970914e+02,1.467370010071468016e+02,1.619132467476657098e+02,1.786590927471228838e+02,1.971368746064948425e+02,2.175257174546617875e+02,2.400232724020595185e+02,2.648476325867122796e+02,2.922394473869539979e+02,3.179621863644076711e+02,3.508473635408439577e+02,3.871336837597620502e+02,4.271729095776887561e+02,4.647724100885046141e+02,5.128414060506947862e+02,5.658819285550324594e+02,6.244081567655414347e+02,6.793681841522819695e+02,7.496317062375061369e+02,8.271622194050123653e+02,8.999685364577323980e+02,9.930476070007686076e+02,1.080455055295190505e+03,1.192200908884956107e+03,1.315504055610893374e+03,1.431293925010198564e+03,1.579325220346599963e+03,1.718336468714086095e+03,1.896055083208807446e+03,2.062944702075611531e+03,2.276304355966019102e+03,2.476663285279982574e+03,2.732811703033862614e+03,2.973352132261382849e+03,3.280870497244845410e+03,3.620193889213183866e+03,3.938841160458196100e+03,4.346215040077510821e+03,4.728766252843002803e+03,5.002329228047241486e+03
1.348661630990334857e+02,1.488146697416910911e+02,1.642057979662899072e+02,1.811887506288773579e+02,1.999281618618186940e+02,2.206056930505434082e+02,2.434217938738761120e+02,2.685976454796206667e+02,2.963773046326994063e+02,3.224642552961864794e+02,3.558150580747577578e+02,3.926151611329942170e+02,4.332213076802960359e+02,4.780271370229914965e+02,5.201027958011869714e+02,5.738943261257389850e+02,6.332492349939496989e+02,6.889874487261066633e+02,7.602458413757653943e+02,8.388741194020033163e+02,9.127113107916629815e+02,1.007108300287522070e+03,1.095753362280201145e+03,1.209081440289335205e+03,1.334130452686950775e+03,1.451559806263911923e+03,1.601687096420594116e+03,1.742666623562355198e+03,1.922901579582035538e+03,2.092154210782876817e+03,2.308534852420470088e+03,2.511730690491360292e+03,2.771505947797074441e+03,3.015452220988760018e+03,3.327324779446526918e+03,3.620193889213183866e+03,3.994611736885756727e+03,4.346215040077510821e+03,4.533457290977519733e+03,0.000000000000000000e+00
1.367757510590952279e+02,1.509217564644788467e+02,1.665308097228600275e+02,1.837542262733906568e+02,2.027589713250363559e+02,2.237292784309701688e+02,2.468684354637081242e+02,2.724007553043746270e+02,3.005737503501219408e+02,3.270300696213978995e+02,3.608530908570004385e+02,3.981742514741846435e+02,4.393553458569513168e+02,4.847955869029779024e+02,5.274670005359733977e+02,5.820201723004590804e+02,6.422154952261383869e+02,6.987429137477881795e+02,7.710102634666654922e+02,8.507518497504312336e+02,9.256345117640230455e+02,1.021368080802632221e+03,1.111268280030705228e+03,1.226200985385425611e+03,1.353020583399217912e+03,1.472112634828595446e+03,1.624365597275289929e+03,1.767341272312557294e+03,1.950128199071886002e+03,2.121777300813025704e+03,2.341221704765545383e+03,2.547294619762174989e+03,2.810748069523830054e+03,3.058148410477839661e+03,3.374436814015052732e+03,3.671452696500926322e+03,4.051171976330523194e+03,4.108533059736295399e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.387123771293354366e+02,1.530586777087223709e+02,1.688887416304548879e+02,1.863560268291346631e+02,2.056298625963515860e+02,2.268970910726879140e+02,2.503638785107132207e+02,2.762577138675020478e+02,3.048296141011928171e+02,3.316605319195548986e+02,3.659624578161952968e+02,4.038120537156808041e+02,4.455762366968658057e+02,4.916598721659995590e+02,5.349354760261061301e+02,5.902610734130818173e+02,6.513087099307665540e+02,7.086365076976028377e+02,7.819271004431784604e+02,8.627977584643221007e+02,9.387406940596092682e+02,1.035829767448673010e+03,1.127002875567369756e+03,1.243562928399911925e+03,1.372178181987364951e+03,1.492956473629430775e+03,1.647365206043114313e+03,1.792365292699716974e+03,1.977740323892179276e+03,2.151819828119077101e+03,2.374371374605063011e+03,2.583362103442688294e+03,2.850545825677003450e+03,3.101449140998675830e+03,3.422215914153761332e+03,3.723437284065904350e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.406764241459559912e+02,1.552258559053833267e+02,1.712800598098759792e+02,1.889946666253638909e+02,2.085414031994219499e+02,2.301097571953778242e+02,2.539088140012213159e+02,2.801692836204591686e+02,3.091457371937617040e+02,3.363565575499139868e+02,3.711441689824517312e+02,4.095296823497587866e+02,4.518852099584625535e+02,4.986213497580050671e+02,5.425096986550929614e+02,5.986186585417924562e+02,6.605306766731126800e+02,7.186701863614339345e+02,7.929985103679631493e+02,8.750142268035441475e+02,9.520324485353409045e+02,1.050496219041435097e+03,1.142960259337219213e+03,1.261170701477194598e+03,1.391607035564657963e+03,1.514095443119098036e+03,1.670690469333762849e+03,1.817743631523361046e+03,2.005743412464216362e+03,2.182287731569262178e+03,2.407990415033547833e+03,2.619940271426835807e+03,2.890907083558417980e+03,3.145362972328227897e+03,3.620193889213183866e+03,3.327324779446526918e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.426682803657877514e+02,1.574237194666795290e+02,1.737052369817913586e+02,1.916706672737894905e+02,2.114941686935479765e+02,2.333679118854489900e+02,2.575039427053295640e+02,2.841362378103539186e+02,3.135229728478681750e+02,3.459490252312446046e+02,3.763992486870294556e+02,4.153282676489398000e+02,4.582835128124779089e+02,5.056813958381210341e+02,5.501911657107528981e+02,6.070945798311104227e+02,6.698832184704216388e+02,7.288459332173993062e+02,8.042266818599753151e+02,8.874036697445419577e+02,9.655124027324229701e+02,1.065370334875062326e+03,1.159143585828510368e+03,1.279027785357863650e+03,1.391607035564657963e+03,1.535533722092315656e+03,1.694345998132984050e+03,1.843481305625403820e+03,2.034143000495814249e+03,2.213187034121044690e+03,2.442085471931663051e+03,2.657036354561667395e+03,2.931839821864070927e+03,3.145362972328227897e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.446883395430415931e+02,1.596527028707744194e+02,1.761647525601838424e+02,1.943845577716919308e+02,2.144887427874509456e+02,2.366721992215835542e+02,2.611499753154323571e+02,2.881593606328033275e+02,3.179621863644076711e+02,3.508473635408439577e+02,3.817287357648314696e+02,4.212089558894239190e+02,4.647724100885046141e+02,5.128414060506947862e+02,5.579813956812022298e+02,6.156905128184895375e+02,6.793681841522819695e+02,7.391657598279471131e+02,8.156138345271160688e+02,8.874036697445419577e+02,9.791832213957686690e+02,1.080455055295190505e+03,1.175556054194319131e+03,1.297137710066778936e+03,1.411310984866604940e+03,1.557275548511914167e+03,1.718336468714086095e+03,1.869583402881897655e+03,2.062944702075611531e+03,2.244523844011742312e+03,2.476663285279982574e+03,2.694657686076759546e+03,2.850545825677003450e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.467370010071468016e+02,1.619132467476657098e+02,1.786590927471228838e+02,1.971368746064948425e+02,2.175257174546617875e+02,2.400232724020595185e+02,2.648476325867122796e+02,2.922394473869539979e+02,3.224642552961864794e+02,3.558150580747577578e+02,3.871336837597620502e+02,4.271729095776887561e+02,4.713531845250265064e+02,5.201027958011869714e+02,5.658819285550324594e+02,6.244081567655414347e+02,6.889874487261066633e+02,7.496317062375061369e+02,8.271622194050123653e+02,8.999685364577323980e+02,9.930476070007686076e+02,1.095753362280201145e+03,1.192200908884956107e+03,1.315504055610893374e+03,1.431293925010198564e+03,1.579325220346599963e+03,1.742666623562355198e+03,1.896055083208807446e+03,2.092154210782876817e+03,2.276304355966019102e+03,2.511730690491360292e+03,2.547294619762174989e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.488146697416910911e+02,1.642057979662899072e+02,1.811887506288773579e+02,1.999281618618186940e+02,2.206056930505434082e+02,2.434217938738761120e+02,2.685976454796206667e+02,2.963773046326994063e+02,3.270300696213978995e+02,3.608530908570004385e+02,3.926151611329942170e+02,4.332213076802960359e+02,4.780271370229914965e+02,5.274670005359733977e+02,5.738943261257389850e+02,6.332492349939496989e+02,6.987429137477881795e+02,7.602458413757653943e+02,8.388741194020033163e+02,9.127113107916629815e+02,1.007108300287522070e+03,1.111268280030705228e+03,1.209081440289335205e+03,1.334130452686950775e+03,1.451559806263911923e+03,1.601687096420594116e+03,1.767341272312557294e+03,1.922901579582035538e+03,2.121777300813025704e+03,2.308534852420470088e+03,2.308534852420470088e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.509217564644788467e+02,1.665308097228600275e+02,1.837542262733906568e+02,2.027589713250363559e+02,2.237292784309701688e+02,2.468684354637081242e+02,2.724007553043746270e+02,3.005737503501219408e+02,3.316605319195548986e+02,3.659624578161952968e+02,3.981742514741846435e+02,4.393553458569513168e+02,4.847955869029779024e+02,5.349354760261061301e+02,5.820201723004590804e+02,6.422154952261383869e+02,7.086365076976028377e+02,7.710102634666654922e+02,8.507518497504312336e+02,9.256345117640230455e+02,1.021368080802632221e+03,1.127002875567369756e+03,1.226200985385425611e+03,1.353020583399217912e+03,1.472112634828595446e+03,1.624365597275289929e+03,1.792365292699716974e+03,1.950128199071886002e+03,2.151819828119077101e+03,2.092154210782876817e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.530586777087223709e+02,1.712800598098759792e+02,1.889946666253638909e+02,2.056298625963515860e+02,2.268970910726879140e+02,2.503638785107132207e+02,2.762577138675020478e+02,3.048296141011928171e+02,3.363565575499139868e+02,3.711441689824517312e+02,4.038120537156808041e+02,4.455762366968658057e+02,4.916598721659995590e+02,5.425096986550929614e+02,5.902610734130818173e+02,6.513087099307665540e+02,7.186701863614339345e+02,7.819271004431784604e+02,8.627977584643221007e+02,9.387406940596092682e+02,1.035829767448673010e+03,1.142960259337219213e+03,1.243562928399911925e+03,1.372178181987364951e+03,1.492956473629430775e+03,1.647365206043114313e+03,1.817743631523361046e+03,2.034143000495814249e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.574237194666795290e+02,1.737052369817913586e+02,1.916706672737894905e+02,2.114941686935479765e+02,2.301097571953778242e+02,2.539088140012213159e+02,2.801692836204591686e+02,3.091457371937617040e+02,3.411190748324253832e+02,3.763992486870294556e+02,4.095296823497587866e+02,4.518852099584625535e+02,4.986213497580050671e+02,5.501911657107528981e+02,5.986186585417924562e+02,6.605306766731126800e+02,7.288459332173993062e+02,7.929985103679631493e+02,8.750142268035441475e+02,9.520324485353409045e+02,1.050496219041435097e+03,1.159143585828510368e+03,1.261170701477194598e+03,1.391607035564657963e+03,1.514095443119098036e+03,1.670690469333762849e+03,1.843481305625403820e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.596527028707744194e+02,1.761647525601838424e+02,1.943845577716919308e+02,2.144887427874509456e+02,2.333679118854489900e+02,2.575039427053295640e+02,2.841362378103539186e+02,3.135229728478681750e+02,3.459490252312446046e+02,3.817287357648314696e+02,4.153282676489398000e+02,4.582835128124779089e+02,5.056813958381210341e+02,5.579813956812022298e+02,6.070945798311104227e+02,6.698832184704216388e+02,7.391657598279471131e+02,8.042266818599753151e+02,8.874036697445419577e+02,9.655124027324229701e+02,1.065370334875062326e+03,1.175556054194319131e+03,1.279027785357863650e+03,1.411310984866604940e+03,1.535533722092315656e+03,1.601687096420594116e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.619132467476657098e+02,1.786590927471228838e+02,1.971368746064948425e+02,2.175257174546617875e+02,2.366721992215835542e+02,2.611499753154323571e+02,2.881593606328033275e+02,3.179621863644076711e+02,3.508473635408439577e+02,3.871336837597620502e+02,4.212089558894239190e+02,4.647724100885046141e+02,5.128414060506947862e+02,5.658819285550324594e+02,6.156905128184895375e+02,6.793681841522819695e+02,7.496317062375061369e+02,8.156138345271160688e+02,8.999685364577323980e+02,9.791832213957686690e+02,1.080455055295190505e+03,1.192200908884956107e+03,1.297137710066778936e+03,1.431293925010198564e+03,1.451559806263911923e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.642057979662899072e+02,1.811887506288773579e+02,1.999281618618186940e+02,2.206056930505434082e+02,2.434217938738761120e+02,2.648476325867122796e+02,2.922394473869539979e+02,3.224642552961864794e+02,3.558150580747577578e+02,3.926151611329942170e+02,4.271729095776887561e+02,4.713531845250265064e+02,5.201027958011869714e+02,5.738943261257389850e+02,6.244081567655414347e+02,6.889874487261066633e+02,7.602458413757653943e+02,8.271622194050123653e+02,9.127113107916629815e+02,9.930476070007686076e+02,1.095753362280201145e+03,1.209081440289335205e+03,1.315504055610893374e+03,1.315504055610893374e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.665308097228600275e+02,1.837542262733906568e+02,2.027589713250363559e+02,2.237292784309701688e+02,2.468684354637081242e+02,2.685976454796206667e+02,2.963773046326994063e+02,3.270300696213978995e+02,3.608530908570004385e+02,3.981742514741846435e+02,4.332213076802960359e+02,4.780271370229914965e+02,5.274670005359733977e+02,5.820201723004590804e+02,6.332492349939496989e+02,6.987429137477881795e+02,7.710102634666654922e+02,8.388741194020033163e+02,9.256345117640230455e+02,1.007108300287522070e+03,1.111268280030705228e+03,1.226200985385425611e+03,1.192200908884956107e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
